canonical_job_id,record_id,organization_name,title,normalized_title,location,source_type,source_provider,job_url
url:zapier:solutionsleaders,503,Zapier,Leaders,leaders,,ats,ashby,https://zapier.com/solutions/leaders
url:zapier:solutionsexecutiveassistants,503,Zapier,Executive Assistants,executive assistants,,ats,ashby,https://zapier.com/solutions/executive-assistants
url:zapier:leadmanagement,503,Zapier,Lead management,lead management,,ats,ashby,https://zapier.com/lead-management
url:careers:assistantplantoperationsmanagerfreshfoodmanufacturingjobpafwfm375521b5780d4c86b81f0eae5374ff01_1850_1779147616_0,488,Careers,Assistant Plant Operations Manager – Fresh Food Manufacturing,assistant plant operations manager  fresh food manufacturing,,static_html_listing,,https://careers.wholefoods.com/assistant-plant-operations-manager-fresh-food-manufacturing/job/PAF-WFM-375521B5-780D-4C86-B81F-0EAE5374FF01_1850_1779147616_0
url:careers:assistantstoremanagerassociatestoreteamleaderjobpafwfm2bd7e54de08f4b9689a17b36d373f0fe_7371_1785183537_0,488,Careers,Assistant Store Manager (Associate Store Team Leader),assistant store manager associate store team leader,,static_html_listing,,https://careers.wholefoods.com/assistant-store-manager-associate-store-team-leader/job/PAF-WFM-2BD7E54D-E08F-4B96-89A1-7B36D373F0FE_7371_1785183537_0
url:careers:assistantstoremanagerassociatestoreteamleaderjobpafwfm71ff5e071acf456d8f2b1d5920449b15_5570_1783485931_0,488,Careers,Assistant Store Manager (Associate Store Team Leader),assistant store manager associate store team leader,,static_html_listing,,https://careers.wholefoods.com/assistant-store-manager-associate-store-team-leader/job/PAF-WFM-71FF5E07-1ACF-456D-8F2B-1D5920449B15_5570_1783485931_0
url:careers:assistantstoremanagerassociatestoreteamleadercentralnjmetrojobpafwfm4b5df4925bf14442bfa808affa6e5fad_6909_1783485931_0,488,Careers,Assistant Store Manager (Associate Store Team Leader) -Central NJ Metro,assistant store manager associate store team leader central nj metro,,static_html_listing,,https://careers.wholefoods.com/assistant-store-manager-associate-store-team-leader-central-nj-metro/job/PAF-WFM-4B5DF492-5BF1-4442-BFA8-08AFFA6E5FAD_6909_1783485931_0
url:careers:assistantstoremanagerassociatestoreteamleadernorthernnjmetrojobpafwfm8ba9f1795cb444949eef29d11477ec74_5561_1783485931_0,488,Careers,Assistant Store Manager (Associate Store Team Leader) -Northern NJ Metro,assistant store manager associate store team leader northern nj metro,,static_html_listing,,https://careers.wholefoods.com/assistant-store-manager-associate-store-team-leader-northern-nj-metro/job/PAF-WFM-8BA9F179-5CB4-4494-9EEF-29D11477EC74_5561_1783485931_0
url:careers:assistantstoremanagerassociatestoreteamleadersonomacountyjobpafwfmb152f3cda23b4d91ab80cf0b7e7318b9_5618_1782243304_0,488,Careers,Assistant Store Manager (Associate Store Team Leader) – Sonoma County,assistant store manager associate store team leader  sonoma county,,static_html_listing,,https://careers.wholefoods.com/assistant-store-manager-associate-store-team-leader-sonoma-county/job/PAF-WFM-B152F3CD-A23B-4D91-AB80-CF0B7E7318B9_5618_1782243304_0
url:careers:assistantstoremanagerassociatestoreteamleadernycbrooklynmetrojobpafwfm8967a559669c435f919245f8d6d901e7_1035_1783485931_0,488,Careers,Assistant Store Manager (Associate Store Team Leader)- NYC/Brooklyn Metro,assistant store manager associate store team leader nycbrooklyn metro,,static_html_listing,,https://careers.wholefoods.com/assistant-store-manager-associate-store-team-leader-nyc-brooklyn-metro/job/PAF-WFM-8967A559-669C-435F-9192-45F8D6D901E7_1035_1783485931_0
url:careers:associatestoreteamleaderjobpafwfm73b0f4f0842346eaafc380e97fd7b421_3633_1784950502_0,488,Careers,Associate Store Team Leader,associate store team leader,,static_html_listing,,https://careers.wholefoods.com/associate-store-team-leader/job/PAF-WFM-73B0F4F0-8423-46EA-AFC3-80E97FD7B421_3633_1784950502_0
url:careers:associatestoreteamleaderjobpafwfm80d1425bde4f48feb58082bec163e9b5_4653_1784172902_0,488,Careers,Associate Store Team Leader,associate store team leader,,static_html_listing,,https://careers.wholefoods.com/associate-store-team-leader/job/PAF-WFM-80D1425B-DE4F-48FE-B580-82BEC163E9B5_4653_1784172902_0
