record_id,organization_name,monitor_url,source_type,source_provider,source_listing_url,source_api_url,source_stage,previous_result,extraction_result,extraction_reason,jobs_found,extraction_error,extraction_checked_at_utc
207,Hiive,https://www.hiive.com/careers,ats,ashby,https://www.hiive.com/careers,,stage1,,no_jobs_found,Unknown ATS: ashby,0,,2026-07-29T01:52:36.063494+00:00
210,Global,https://global.hitachi-solutions.com/careers/,ats,smartrecruiters,https://global.hitachi-solutions.com/careers/,,stage1,,jobs_extracted,Unknown ATS: smartrecruiters,2,,2026-07-29T01:52:36.157347+00:00
205,Careers,https://careers.hfsinclair.com/,static_html_listing,,https://careers.hfsinclair.com/,,stage1,,jobs_extracted,3 jobs found,3,,2026-07-29T01:52:35.910033+00:00
202,Hstk,https://hstk.com/careers/,static_html_listing,,https://hstk.com/careers/,,stage1,,jobs_extracted,6 jobs found,6,,2026-07-29T01:52:35.714853+00:00
215,Careers,https://careers.icf.com/us/en,static_html_listing,,https://careers.icf.com/us/en,,stage1,,no_jobs_found,No jobs extracted,0,,2026-07-29T01:52:36.324528+00:00
221,Infoblox,https://www.infoblox.com/company/careers/,ats,oracle,https://www.infoblox.com/company/careers/,,stage1,,jobs_extracted,Unknown ATS: oracle,9,,2026-07-29T01:52:36.588886+00:00
223,Insurity,https://insurity.com/careers,ats,greenhouse,https://insurity.com/careers,,stage1,,no_jobs_found,No jobs extracted,0,,2026-07-29T01:52:36.962953+00:00
216,Careers,https://careers.iconplc.com/,static_html_listing,,https://careers.iconplc.com/,,stage1,,jobs_extracted,2 jobs found,2,,2026-07-29T01:52:36.553142+00:00
225,Invertbio,https://invertbio.com/careers,ats,ashby,https://invertbio.com/careers,,stage1,,jobs_extracted,Unknown ATS: ashby,10,,2026-07-29T01:52:37.115960+00:00
232,Jitterbit,https://www.jitterbit.com/careers/,static_html_listing,,https://www.jitterbit.com/careers/,,stage1,,jobs_extracted,9 jobs found,9,,2026-07-29T01:52:37.660268+00:00
227,Irissoftware,https://www.irissoftware.com/careers/,static_html_listing,,https://www.irissoftware.com/careers/,,stage1,,no_jobs_found,No jobs extracted,0,,2026-07-29T01:52:37.377807+00:00
242,Kinaxis,https://www.kinaxis.com/en/careers,static_html_listing,,https://www.kinaxis.com/en/careers,,stage1,,jobs_extracted,5 jobs found,5,,2026-07-29T01:52:37.882160+00:00
243,Kindsight,https://careers.kindsight.io/,static_html_listing,,https://careers.kindsight.io/,,stage1,,jobs_extracted,9 jobs found,9,,2026-07-29T01:52:38.008565+00:00
241,Kimoby,https://www.kimoby.com/careers,static_html_listing,,https://www.kimoby.com/careers,,stage1,,jobs_extracted,3 jobs found,3,,2026-07-29T01:52:38.004119+00:00
